"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"matters","number","number","integer","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:29","0071_parched_ronan","apps/api/src/lib/matter-access.ts:87; apps/api/src/modules/comments/audience.ts:289; apps/api/src/lib/notifications/audience.ts:285; apps/api/src/modules/audit-log/routes.ts:444; apps/api/src/modules/activity/routes.ts:302","","apps/api/src/lib/matter-access.ts:87; apps/api/src/modules/comments/audience.ts:289; apps/api/src/lib/notifications/audience.ts:285; apps/api/src/modules/audit-log/routes.ts:444","index:matters_number_unique; generated:search_vector"
"matters","title","title","text","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:32","0071_parched_ronan","apps/api/src/modules/comments/audience.ts:289; apps/api/src/lib/notifications/audience.ts:285; apps/api/src/modules/audit-log/routes.ts:444; apps/api/src/modules/entities/obligation-routes.ts:106; apps/api/src/modules/entities/obligation-routes.ts:335","apps/api/src/modules/matters/create.ts:178","apps/api/src/modules/comments/audience.ts:289; apps/api/src/lib/notifications/audience.ts:285; apps/api/src/modules/audit-log/routes.ts:444; apps/api/src/modules/entities/obligation-routes.ts:106","generated:search_vector"
"matters","description","description","text","true","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:33","0071_parched_ronan","apps/api/src/modules/matters/routes.ts:188; apps/api/src/modules/matters/routes.ts:962; apps/api/src/modules/matters/routes.ts:963; apps/api/src/modules/matters/routes.ts:964","apps/api/src/modules/matters/create.ts:179","apps/api/src/modules/matters/routes.ts:188; apps/api/src/modules/matters/routes.ts:962; apps/api/src/modules/matters/routes.ts:963; apps/api/src/modules/matters/routes.ts:964","generated:search_vector"
"matters","matter_type_id","matterTypeId","text","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:34","0071_parched_ronan","apps/api/src/modules/matters/type-usage.ts:11; apps/api/src/modules/matters/type-usage.ts:13; apps/api/src/modules/matters/type-usage.ts:14; apps/api/src/modules/matters/type-usage.ts:21; apps/api/src/modules/matters/routes.ts:241","apps/api/src/modules/matters/type-usage.ts:20; apps/api/src/modules/matters/create.ts:180","apps/api/src/modules/matters/type-usage.ts:11; apps/api/src/modules/matters/type-usage.ts:13; apps/api/src/modules/matters/type-usage.ts:14; apps/api/src/modules/matters/type-usage.ts:21","index:matters_type_idx; foreign_key:matters_matter_type_id_matter_types_id_fk"
"matters","status_id","statusId","text","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:37","0071_parched_ronan","apps/api/src/pipeline/morning-round.ts:684; apps/api/src/modules/entities/linked-records.ts:135; apps/api/src/modules/home/sections/dates.ts:225; apps/api/src/modules/home/sections/tasks.ts:150; apps/api/src/modules/home/sections/matters.ts:47","apps/api/src/modules/matters/create.ts:181; apps/api/src/modules/matter-statuses/routes.ts:367","apps/api/src/pipeline/morning-round.ts:684; apps/api/src/modules/entities/linked-records.ts:135; apps/api/src/modules/home/sections/dates.ts:225; apps/api/src/modules/home/sections/tasks.ts:150","index:matters_status_idx; foreign_key:matters_status_id_matter_statuses_id_fk"
"matters","manager_id","managerId","text","true","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:41","0071_parched_ronan","apps/api/src/lib/matter-access.ts:50; apps/api/src/lib/matter-access.ts:141; apps/api/src/lib/matter-access.ts:174; apps/api/src/lib/contract-access.ts:360; apps/api/src/modules/comments/routes.ts:1344","apps/api/src/modules/matters/create.ts:182","apps/api/src/lib/matter-access.ts:50; apps/api/src/lib/matter-access.ts:141; apps/api/src/lib/matter-access.ts:174; apps/api/src/lib/contract-access.ts:360","index:matters_manager_idx; foreign_key:matters_manager_id_users_id_fk"
"matters","priority","priority","text","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:42","0071_parched_ronan","apps/api/src/modules/matters/routes.ts:324; apps/api/src/modules/matters/routes.ts:450; apps/api/src/modules/matters/routes.ts:203; apps/api/src/modules/matters/routes.ts:977; apps/api/src/modules/matters/routes.ts:978","apps/api/src/modules/matters/create.ts:183","apps/api/src/modules/matters/routes.ts:324; apps/api/src/modules/matters/routes.ts:450; apps/api/src/modules/matters/routes.ts:203; apps/api/src/modules/matters/routes.ts:977","check:matters_priority_check"
"matters","risk","risk","text","true","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:44","0071_parched_ronan","apps/api/src/modules/matters/routes.ts:325; apps/api/src/modules/matters/routes.ts:451; apps/api/src/modules/matters/routes.ts:204; apps/api/src/modules/matters/routes.ts:981; apps/api/src/modules/matters/routes.ts:982","apps/api/src/modules/matters/create.ts:184","apps/api/src/modules/matters/routes.ts:325; apps/api/src/modules/matters/routes.ts:451; apps/api/src/modules/matters/routes.ts:204; apps/api/src/modules/matters/routes.ts:981","check:matters_risk_check"
"matters","ai_unverified","aiUnverified","jsonb","true","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:46","0102_high_leo","apps/api/src/lib/conversion-source-privacy.ts:18; apps/api/src/modules/home/sections/dates.ts:216; apps/api/src/modules/matter-key-dates/routes.ts:112; apps/api/src/modules/matter-key-dates/routes.ts:336; apps/api/src/modules/matter-key-dates/routes.ts:373","apps/api/src/modules/matter-key-dates/routes.ts:336; apps/api/src/modules/matter-key-dates/routes.ts:373; apps/api/src/modules/requests/conversion-draft.ts:434","apps/api/src/lib/conversion-source-privacy.ts:18; apps/api/src/modules/home/sections/dates.ts:216; apps/api/src/modules/matter-key-dates/routes.ts:112; apps/api/src/modules/matter-key-dates/routes.ts:336","index:matters_unverified_idx"
"matters","custom_fields","customFields","jsonb","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:47","0071_parched_ronan","apps/api/src/modules/entities/linked-records.ts:56; apps/api/src/modules/fields/routes.ts:192; apps/api/src/modules/fields/routes.ts:194; apps/api/src/modules/matters/routes.ts:379; apps/api/src/modules/matters/routes.ts:380","apps/api/src/modules/matters/create.ts:185","apps/api/src/modules/entities/linked-records.ts:56; apps/api/src/modules/fields/routes.ts:192; apps/api/src/modules/fields/routes.ts:194; apps/api/src/modules/matters/routes.ts:379",""
"matters","parent_id","parentId","text","true","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:53","0075_watery_war_machine","apps/api/src/lib/matter-relations.ts:43; apps/api/src/lib/matter-relations.ts:63; apps/api/src/modules/matter-relations/routes.ts:115; apps/api/src/modules/matter-relations/routes.ts:122; apps/api/src/modules/matters/routes.ts:795","apps/api/src/lib/matter-relations.ts:55; apps/api/src/lib/matter-relations.ts:62","apps/api/src/lib/matter-relations.ts:43; apps/api/src/lib/matter-relations.ts:63; apps/api/src/modules/matter-relations/routes.ts:115; apps/api/src/modules/matter-relations/routes.ts:122","index:matters_parent_idx; foreign_key:matters_parent_id_matters_id_fk; check:matters_parent_self_check"
"matters","opened_at","openedAt","timestamp with time zone","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:54","0071_parched_ronan","apps/api/src/modules/matters/routes.ts:327; apps/api/src/modules/matters/routes.ts:454; apps/api/src/modules/matters/routes.ts:213","","apps/api/src/modules/matters/routes.ts:327; apps/api/src/modules/matters/routes.ts:454; apps/api/src/modules/matters/routes.ts:213",""
"matters","closed_at","closedAt","timestamp with time zone","true","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:56","0071_parched_ronan","apps/api/src/modules/matters/routes.ts:214; apps/api/src/modules/matters/routes.ts:1073; apps/api/src/modules/matters/routes.ts:1079","","apps/api/src/modules/matters/routes.ts:214; apps/api/src/modules/matters/routes.ts:1073; apps/api/src/modules/matters/routes.ts:1079",""
"matters","is_confidential","isConfidential","boolean","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:57","0071_parched_ronan","apps/api/src/lib/matter-access.ts:48; apps/api/src/lib/matter-access.ts:174; apps/api/src/modules/entities/linked-records.ts:131; apps/api/src/modules/home/sections/dates.ts:221; apps/api/src/modules/home/sections/tasks.ts:147","apps/api/src/modules/matters/create.ts:186","apps/api/src/lib/matter-access.ts:48; apps/api/src/lib/matter-access.ts:174; apps/api/src/modules/entities/linked-records.ts:131; apps/api/src/modules/home/sections/dates.ts:221",""
"matters","created_by","createdBy","text","false","KEEP_PORTAL_DEPENDENCY","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Write-only and duplicated by immutable creator membership on dev, but pending Portal code uses it for authorization after retiring team roles. Do not remove across this transition.","packages/db/src/schema/matters.ts:58","0071_parched_ronan","","apps/api/src/modules/matters/create.ts:187","apps/api/src/modules/matters/create.ts:187; apps/api/src/modules/matters/create.ts:192; git:80e5f61b:apps/api/src/lib/matter-access.ts:110","foreign_key:matters_created_by_users_id_fk"
